item_id,order_id,item_name,quantity,order_date,order_time,unit_price,Total_price,item_size,item_category,item_ingredients
12776,56331,Sundae,4,2023-12-16,10:07:00,6.18,24.72,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
12777,56906,French Fries,1,2023-05-31,14:18:00,4.39,4.39,Small,Burger,"Potatoes, Salt"
12778,5756,Quarter Pounder,5,2023-05-03,06:27:00,4.19,20.95,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
12779,67051,Chicken Nuggets,4,2023-03-03,06:41:00,6.09,24.36,Small,Chicken,"Chicken, Breadcrumbs, Spices"
12780,70062,Egg McMuffin,3,2023-06-03,22:11:00,6.29,18.87,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
12781,97792,Cheeseburger,2,2023-07-30,17:59:00,5.55,11.1,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12782,51903,Sundae,4,2023-08-30,15:38:00,6.05,24.2,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
12783,83193,Quarter Pounder,4,2023-09-28,10:38:00,6.22,24.88,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
12784,68037,Smoothie,1,2023-02-17,14:31:00,6.95,6.95,Large,Burger,"Fruit Puree, Yogurt, Ice"
12785,78221,Egg McMuffin,3,2023-12-02,16:32:00,6.5,19.5,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
12786,50685,McFlurry,2,2023-04-26,10:31:00,6.55,13.1,Medium,Burger,"Ice Cream, Candy"
12787,86773,McFlurry,4,2023-12-30,14:27:00,6.3,25.2,Medium,Burger,"Ice Cream, Candy"
12788,34404,Sundae,1,2023-05-11,19:50:00,6.25,6.25,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
12789,58717,French Fries,4,2023-07-01,17:01:00,4.56,18.24,Large,Burger,"Potatoes, Salt"
12790,9730,Sprite,5,2023-09-01,10:39:00,6.52,32.6,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
12791,58096,Apple Pie,1,2023-07-02,22:45:00,6.14,6.14,Large,Burger,"Apple, Sugar, Pastry"
12792,95764,Big Mac,4,2023-07-10,20:29:00,4.37,17.48,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12793,94459,Quarter Pounder,2,2023-04-11,22:13:00,6.92,13.84,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
12794,14585,Apple Pie,3,2023-08-18,12:24:00,5.7,17.1,Medium,Burger,"Apple, Sugar, Pastry"
12795,85384,McChicken,2,2023-12-29,15:01:00,6.06,12.12,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12796,66598,Chicken Nuggets,2,2023-04-15,21:07:00,6.41,12.82,Small,Chicken,"Chicken, Breadcrumbs, Spices"
12797,71812,McChicken,5,2023-02-12,20:16:00,5.93,29.65,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12798,77834,Egg McMuffin,5,2023-03-20,06:55:00,5.0,25.0,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
12799,26564,French Fries,5,2023-11-26,11:22:00,5.71,28.55,Large,Burger,"Potatoes, Salt"
12800,87447,Filet-O-Fish,3,2023-02-19,15:20:00,7.02,21.06,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
12801,69764,Sprite,1,2023-07-09,15:10:00,5.54,5.54,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
12802,67176,Cheeseburger,3,2023-04-03,15:59:00,5.82,17.46,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12803,27467,Big Mac,1,2023-06-25,10:29:00,6.14,6.14,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12804,7465,French Fries,2,2023-02-02,07:07:00,5.68,11.36,Small,Burger,"Potatoes, Salt"
12805,83025,Cheeseburger,4,2023-03-26,10:54:00,5.56,22.24,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12806,85811,McChicken,1,2023-01-27,13:34:00,5.15,5.15,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12807,53926,Big Mac,2,2023-08-13,19:48:00,6.88,13.76,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12808,63140,McChicken,4,2023-02-23,22:43:00,5.25,21.0,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12809,25854,Cheeseburger,2,2023-12-16,13:04:00,6.97,13.94,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12810,66157,Smoothie,1,2023-12-27,08:05:00,6.77,6.77,Large,Burger,"Fruit Puree, Yogurt, Ice"
12811,81193,Apple Pie,5,2023-11-17,15:08:00,5.34,26.7,Medium,Burger,"Apple, Sugar, Pastry"
12812,40328,McFlurry,1,2023-07-08,10:08:00,5.35,5.35,Medium,Burger,"Ice Cream, Candy"
12813,77500,Sprite,4,2023-06-10,16:29:00,6.02,24.08,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
12814,57074,French Fries,2,2023-04-12,07:09:00,5.37,10.74,Large,Burger,"Potatoes, Salt"
12815,29727,Coca Cola,5,2023-11-30,14:12:00,6.22,31.1,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
12816,38042,French Fries,3,2023-08-13,14:51:00,5.35,16.05,Small,Burger,"Potatoes, Salt"
12817,14534,Big Mac,1,2023-01-21,08:40:00,5.99,5.99,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12818,71481,Smoothie,4,2023-11-08,09:42:00,6.98,27.92,Large,Burger,"Fruit Puree, Yogurt, Ice"
12819,20695,McFlurry,2,2023-11-25,06:32:00,5.97,11.94,Large,Burger,"Ice Cream, Candy"
12820,1151,McChicken,5,2023-11-14,18:22:00,6.48,32.4,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12821,85776,McChicken,5,2023-12-29,19:21:00,5.85,29.25,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12822,97896,Quarter Pounder,5,2023-04-04,09:34:00,4.37,21.85,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
12823,19591,Smoothie,2,2023-01-09,10:47:00,6.71,13.42,Medium,Burger,"Fruit Puree, Yogurt, Ice"
12824,6416,Cheeseburger,2,2023-01-01,08:58:00,6.66,13.32,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12825,27485,Cheeseburger,1,2023-05-01,10:45:00,6.76,6.76,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12826,93626,Apple Pie,4,2023-10-31,23:11:00,6.34,25.36,Large,Burger,"Apple, Sugar, Pastry"
12827,84567,Apple Pie,2,2023-10-19,07:07:00,4.35,8.7,Large,Burger,"Apple, Sugar, Pastry"
12828,62204,Big Mac,5,2023-06-12,08:10:00,5.34,26.7,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12829,33078,McFlurry,3,2023-04-23,21:12:00,5.51,16.53,Small,Burger,"Ice Cream, Candy"
12830,31213,Sprite,4,2023-02-10,11:29:00,5.85,23.4,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
12831,33285,Smoothie,4,2023-07-07,19:36:00,4.75,19.0,Large,Burger,"Fruit Puree, Yogurt, Ice"
12832,63688,Sundae,5,2023-04-22,20:54:00,4.72,23.6,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
12833,27690,Big Mac,2,2023-06-20,15:37:00,4.77,9.54,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12834,7090,Coca Cola,5,2023-05-14,15:04:00,6.78,33.9,Large,Burger,"Carbonated Water, Sugar, Flavorings"
12835,51249,Big Mac,5,2023-10-27,21:34:00,5.19,25.95,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12836,64296,Sundae,3,2023-01-14,08:23:00,5.39,16.17,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
12837,63698,Apple Pie,2,2023-07-18,16:30:00,4.91,9.82,Small,Burger,"Apple, Sugar, Pastry"
12838,70030,Iced Coffee,4,2023-11-12,08:20:00,4.41,17.64,Large,Burger,"Coffee, Ice, Sugar, Cream"
12839,48193,Cheeseburger,4,2023-10-04,22:18:00,6.99,27.96,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12840,62943,Coca Cola,3,2023-06-14,16:08:00,6.22,18.66,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
12841,58083,Chicken Nuggets,1,2023-11-28,14:15:00,5.89,5.89,Small,Chicken,"Chicken, Breadcrumbs, Spices"
12842,64491,Filet-O-Fish,5,2023-08-13,15:00:00,6.54,32.7,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
12843,6015,French Fries,1,2023-12-17,21:28:00,5.5,5.5,Medium,Burger,"Potatoes, Salt"
12844,20942,Coca Cola,2,2023-08-25,15:51:00,5.29,10.58,Large,Burger,"Carbonated Water, Sugar, Flavorings"
12845,99497,Quarter Pounder,3,2023-06-21,21:58:00,5.19,15.57,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
12846,82582,Filet-O-Fish,4,2023-11-21,22:54:00,7.84,31.36,Large,Fish,"Fish Patty, Tartar Sauce, Cheese"
12847,17816,Chicken Nuggets,1,2023-02-01,21:14:00,5.88,5.88,Large,Chicken,"Chicken, Breadcrumbs, Spices"
12848,3899,Smoothie,4,2023-03-30,15:58:00,5.02,20.08,Large,Burger,"Fruit Puree, Yogurt, Ice"
12849,78127,Sprite,3,2023-03-10,17:19:00,6.91,20.73,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
12850,87283,Chicken Nuggets,2,2023-09-26,16:52:00,6.28,12.56,Small,Chicken,"Chicken, Breadcrumbs, Spices"
12851,82938,Smoothie,4,2023-01-20,18:09:00,5.07,20.28,Medium,Burger,"Fruit Puree, Yogurt, Ice"
12852,49776,Sprite,3,2023-05-20,06:21:00,6.12,18.36,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
12853,32149,Sprite,2,2023-09-13,11:52:00,6.88,13.76,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
12854,65956,French Fries,2,2023-07-03,09:37:00,4.39,8.78,Small,Burger,"Potatoes, Salt"
12855,92620,Big Mac,5,2023-02-19,09:41:00,4.14,20.7,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12856,14613,McFlurry,5,2023-07-08,18:22:00,6.12,30.6,Medium,Burger,"Ice Cream, Candy"
12857,89985,Filet-O-Fish,3,2023-08-20,16:38:00,7.91,23.73,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
12858,61490,Iced Coffee,5,2023-09-06,12:09:00,6.52,32.6,Small,Burger,"Coffee, Ice, Sugar, Cream"
12859,96893,Chicken Nuggets,5,2023-07-03,15:40:00,5.79,28.95,Large,Chicken,"Chicken, Breadcrumbs, Spices"
12860,66095,Filet-O-Fish,2,2023-09-23,10:56:00,7.35,14.7,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
12861,26229,Sundae,3,2023-06-15,15:54:00,4.47,13.41,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
12862,73901,Big Mac,4,2023-12-31,08:43:00,4.53,18.12,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12863,98391,Coca Cola,5,2023-10-01,19:31:00,6.84,34.2,Small,Burger,"Carbonated Water, Sugar, Flavorings"
12864,29660,Big Mac,1,2023-03-02,13:04:00,4.11,4.11,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12865,58173,Chicken Nuggets,5,2023-09-07,13:38:00,5.39,26.95,Large,Chicken,"Chicken, Breadcrumbs, Spices"
12866,72365,Quarter Pounder,3,2023-05-26,22:35:00,5.31,15.93,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
12867,88614,McChicken,4,2023-03-01,23:39:00,6.25,25.0,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12868,69821,Cheeseburger,1,2023-11-24,21:26:00,6.72,6.72,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12869,81854,Quarter Pounder,5,2023-04-11,11:02:00,6.93,34.65,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
12870,20013,Sprite,1,2023-07-14,08:26:00,4.94,4.94,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
12871,53266,Coca Cola,4,2023-08-17,14:15:00,6.76,27.04,Small,Burger,"Carbonated Water, Sugar, Flavorings"
12872,51408,Egg McMuffin,4,2023-04-13,16:02:00,5.41,21.64,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
12873,52181,Chicken Nuggets,5,2023-04-07,12:25:00,5.24,26.2,Small,Chicken,"Chicken, Breadcrumbs, Spices"
12874,62876,McFlurry,5,2023-08-17,07:50:00,4.38,21.9,Small,Burger,"Ice Cream, Candy"
12875,36086,Apple Pie,4,2023-01-03,19:23:00,4.92,19.68,Large,Burger,"Apple, Sugar, Pastry"
12876,2435,Apple Pie,1,2023-07-06,23:08:00,5.63,5.63,Medium,Burger,"Apple, Sugar, Pastry"
12877,81887,Iced Coffee,4,2023-02-07,13:54:00,5.91,23.64,Small,Burger,"Coffee, Ice, Sugar, Cream"
12878,70442,Apple Pie,2,2023-11-30,21:24:00,4.63,9.26,Large,Burger,"Apple, Sugar, Pastry"
12879,43313,Sundae,5,2023-02-15,16:15:00,5.65,28.25,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
12880,94823,Iced Coffee,1,2023-11-17,10:06:00,5.66,5.66,Medium,Burger,"Coffee, Ice, Sugar, Cream"
12881,50368,McFlurry,5,2023-09-10,17:38:00,4.19,20.95,Large,Burger,"Ice Cream, Candy"
12882,45990,French Fries,2,2023-12-04,12:16:00,6.66,13.32,Large,Burger,"Potatoes, Salt"
12883,27463,Iced Coffee,2,2023-02-02,17:40:00,5.89,11.78,Large,Burger,"Coffee, Ice, Sugar, Cream"
12884,12848,Big Mac,3,2023-06-01,18:07:00,5.84,17.52,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12885,15909,Smoothie,5,2023-12-08,10:28:00,5.67,28.35,Large,Burger,"Fruit Puree, Yogurt, Ice"
12886,49959,French Fries,5,2023-08-23,08:21:00,5.21,26.05,Large,Burger,"Potatoes, Salt"
12887,38908,Coca Cola,4,2023-06-05,07:26:00,6.02,24.08,Small,Burger,"Carbonated Water, Sugar, Flavorings"
12888,49470,Cheeseburger,5,2023-11-25,12:40:00,5.42,27.1,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12889,71949,Cheeseburger,3,2023-09-28,13:01:00,4.61,13.83,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12890,50083,McChicken,2,2023-10-15,19:00:00,5.69,11.38,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12891,62979,McChicken,4,2023-06-17,19:24:00,5.03,20.12,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12892,17574,Sundae,1,2023-02-06,07:52:00,5.53,5.53,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
12893,76287,McChicken,3,2023-12-18,19:00:00,5.59,16.77,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12894,33116,Coca Cola,4,2023-12-13,22:32:00,4.37,17.48,Small,Burger,"Carbonated Water, Sugar, Flavorings"
12895,2345,Coca Cola,2,2023-11-09,14:37:00,5.92,11.84,Large,Burger,"Carbonated Water, Sugar, Flavorings"
12896,64065,McFlurry,2,2023-12-29,19:00:00,6.97,13.94,Small,Burger,"Ice Cream, Candy"
12897,41486,McFlurry,4,2023-04-29,14:41:00,5.92,23.68,Medium,Burger,"Ice Cream, Candy"
12898,97429,Quarter Pounder,2,2023-10-21,14:13:00,4.1,8.2,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
12899,99054,Big Mac,1,2023-12-10,22:59:00,6.33,6.33,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12900,15139,Apple Pie,5,2023-08-10,20:28:00,4.78,23.9,Large,Burger,"Apple, Sugar, Pastry"
12901,32365,Chicken Nuggets,3,2023-10-27,16:19:00,5.5,16.5,Large,Chicken,"Chicken, Breadcrumbs, Spices"
12902,75237,French Fries,5,2023-12-12,19:46:00,6.11,30.55,Small,Burger,"Potatoes, Salt"
12903,7817,Chicken Nuggets,2,2023-03-19,18:11:00,6.03,12.06,Large,Chicken,"Chicken, Breadcrumbs, Spices"
12904,57761,Apple Pie,4,2023-05-11,17:37:00,6.26,25.04,Small,Burger,"Apple, Sugar, Pastry"
12905,6872,Filet-O-Fish,5,2023-12-05,16:31:00,6.68,33.4,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
12906,66092,Sprite,3,2023-06-06,13:06:00,4.83,14.49,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
12907,85502,Sundae,1,2023-05-03,18:32:00,6.83,6.83,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
12908,5927,Chicken Nuggets,1,2023-09-17,22:52:00,5.1,5.1,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
12909,86407,Egg McMuffin,4,2023-03-30,20:51:00,5.99,23.96,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
12910,33815,Quarter Pounder,3,2023-01-27,13:51:00,4.52,13.56,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
12911,42369,Chicken Nuggets,3,2023-12-30,11:38:00,6.25,18.75,Large,Chicken,"Chicken, Breadcrumbs, Spices"
12912,73184,McChicken,3,2023-10-29,17:06:00,5.51,16.53,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12913,43387,Smoothie,5,2023-01-01,21:54:00,6.84,34.2,Small,Burger,"Fruit Puree, Yogurt, Ice"
12914,56818,Filet-O-Fish,4,2023-03-16,07:26:00,7.23,28.92,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
12915,20580,Iced Coffee,4,2023-06-22,23:22:00,5.6,22.4,Medium,Burger,"Coffee, Ice, Sugar, Cream"
12916,48522,Quarter Pounder,1,2023-12-18,17:38:00,6.12,6.12,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
12917,7235,Iced Coffee,5,2023-02-28,16:52:00,6.46,32.3,Large,Burger,"Coffee, Ice, Sugar, Cream"
12918,49167,Sundae,2,2023-07-07,20:25:00,6.78,13.56,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
12919,66617,Egg McMuffin,1,2023-11-06,13:38:00,5.53,5.53,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
12920,77002,French Fries,3,2023-04-26,09:05:00,5.62,16.86,Small,Burger,"Potatoes, Salt"
12921,39836,Apple Pie,2,2023-09-07,11:10:00,5.35,10.7,Small,Burger,"Apple, Sugar, Pastry"
12922,9826,Quarter Pounder,2,2023-09-17,07:31:00,4.42,8.84,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
12923,4836,Sprite,5,2023-04-17,11:04:00,5.56,27.8,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
12924,12898,Filet-O-Fish,1,2023-08-30,10:19:00,6.46,6.46,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
12925,64836,Smoothie,2,2023-08-05,20:11:00,6.05,12.1,Large,Burger,"Fruit Puree, Yogurt, Ice"
12926,70217,McChicken,4,2023-04-18,18:41:00,5.6,22.4,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12927,92720,Cheeseburger,2,2023-05-05,06:42:00,4.79,9.58,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12928,63095,Sundae,3,2023-09-04,11:30:00,5.74,17.22,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
12929,73888,McChicken,2,2023-04-08,10:09:00,5.43,10.86,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12930,94083,Big Mac,2,2023-03-27,18:12:00,4.65,9.3,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12931,59159,Chicken Nuggets,5,2023-03-19,21:22:00,6.46,32.3,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
12932,24315,Filet-O-Fish,4,2023-06-15,14:00:00,6.97,27.88,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
12933,13474,Iced Coffee,4,2023-12-17,19:20:00,6.41,25.64,Small,Burger,"Coffee, Ice, Sugar, Cream"
12934,27765,Filet-O-Fish,1,2023-08-24,20:38:00,6.79,6.79,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
12935,66042,Filet-O-Fish,5,2023-05-15,06:02:00,6.41,32.05,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
12936,2316,Coca Cola,1,2023-07-09,12:36:00,5.29,5.29,Small,Burger,"Carbonated Water, Sugar, Flavorings"
12937,36510,Filet-O-Fish,1,2023-03-27,22:26:00,7.32,7.32,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
12938,43180,Big Mac,2,2023-10-10,07:01:00,6.01,12.02,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12939,44580,McFlurry,4,2023-01-31,09:42:00,4.09,16.36,Small,Burger,"Ice Cream, Candy"
12940,16056,McFlurry,3,2023-07-02,08:42:00,6.98,20.94,Small,Burger,"Ice Cream, Candy"
12941,26677,McChicken,5,2023-12-21,13:42:00,5.96,29.8,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12942,45098,French Fries,5,2023-11-17,17:26:00,5.02,25.1,Small,Burger,"Potatoes, Salt"
12943,65247,Filet-O-Fish,4,2023-10-20,07:25:00,7.85,31.4,Large,Fish,"Fish Patty, Tartar Sauce, Cheese"
12944,97451,McChicken,5,2023-04-06,08:42:00,5.94,29.7,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12945,71836,Coca Cola,3,2023-09-21,06:38:00,6.83,20.49,Large,Burger,"Carbonated Water, Sugar, Flavorings"
12946,97733,Iced Coffee,2,2023-03-10,09:43:00,5.94,11.88,Medium,Burger,"Coffee, Ice, Sugar, Cream"
12947,55199,Cheeseburger,4,2023-01-31,15:52:00,4.82,19.28,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12948,51969,French Fries,3,2023-11-24,19:59:00,4.62,13.86,Large,Burger,"Potatoes, Salt"
12949,78867,Sundae,1,2023-09-29,22:54:00,4.43,4.43,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
12950,24585,McChicken,5,2023-05-30,16:45:00,5.0,25.0,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12951,39776,Big Mac,2,2023-05-20,10:02:00,4.63,9.26,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12952,99196,Apple Pie,5,2023-05-14,09:11:00,6.18,30.9,Large,Burger,"Apple, Sugar, Pastry"
12953,58615,McFlurry,5,2023-07-02,14:18:00,4.54,22.7,Small,Burger,"Ice Cream, Candy"
12954,96871,Egg McMuffin,4,2023-07-31,12:00:00,5.78,23.12,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
12955,84744,Egg McMuffin,5,2023-05-10,23:32:00,6.72,33.6,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
12956,65332,Cheeseburger,3,2023-08-08,19:54:00,4.03,12.09,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12957,42010,Apple Pie,3,2023-09-10,09:40:00,4.86,14.58,Large,Burger,"Apple, Sugar, Pastry"
12958,24809,Cheeseburger,4,2023-04-24,09:20:00,4.52,18.08,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12959,88254,Big Mac,5,2023-10-14,06:42:00,5.36,26.8,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12960,64094,McFlurry,2,2023-03-20,11:44:00,6.67,13.34,Medium,Burger,"Ice Cream, Candy"
12961,50978,Cheeseburger,4,2023-12-25,11:46:00,4.01,16.04,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12962,82481,McChicken,5,2023-10-21,12:01:00,5.95,29.75,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12963,82388,Smoothie,3,2023-03-17,20:12:00,6.64,19.92,Large,Burger,"Fruit Puree, Yogurt, Ice"
12964,98095,Smoothie,2,2023-02-20,22:24:00,5.23,10.46,Medium,Burger,"Fruit Puree, Yogurt, Ice"
12965,16063,Cheeseburger,3,2023-03-02,12:12:00,4.14,12.42,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12966,44277,Smoothie,2,2023-05-26,18:35:00,4.85,9.7,Small,Burger,"Fruit Puree, Yogurt, Ice"
12967,63284,Cheeseburger,1,2023-05-19,20:30:00,4.46,4.46,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12968,91672,Egg McMuffin,1,2023-01-18,19:47:00,4.34,4.34,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
12969,70037,Big Mac,1,2023-10-22,22:11:00,6.05,6.05,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
12970,96817,McChicken,1,2023-06-13,23:20:00,6.06,6.06,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12971,74887,Cheeseburger,5,2023-10-29,17:49:00,4.82,24.1,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
12972,6132,Smoothie,5,2023-02-10,11:30:00,4.83,24.15,Large,Burger,"Fruit Puree, Yogurt, Ice"
12973,77263,Apple Pie,5,2023-09-02,11:41:00,5.8,29.0,Large,Burger,"Apple, Sugar, Pastry"
12974,40720,Chicken Nuggets,2,2023-11-08,23:54:00,5.26,10.52,Large,Chicken,"Chicken, Breadcrumbs, Spices"
12975,54622,Filet-O-Fish,5,2023-09-25,23:08:00,7.1,35.5,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
12976,64969,Egg McMuffin,4,2023-06-19,17:08:00,6.5,26.0,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
12977,83220,Chicken Nuggets,2,2023-01-15,13:24:00,5.64,11.28,Small,Chicken,"Chicken, Breadcrumbs, Spices"
12978,76420,Quarter Pounder,5,2023-07-05,10:43:00,4.17,20.85,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
12979,52099,McChicken,4,2023-06-28,20:24:00,6.43,25.72,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12980,25122,Apple Pie,2,2023-02-14,08:25:00,5.33,10.66,Small,Burger,"Apple, Sugar, Pastry"
12981,74419,McChicken,5,2023-08-31,10:08:00,6.42,32.1,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
12982,85572,Sprite,5,2023-05-03,18:04:00,5.13,25.65,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
12983,29650,Quarter Pounder,4,2023-08-25,10:27:00,4.98,19.92,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
12984,41652,Sundae,1,2023-03-05,07:42:00,4.98,4.98,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
12985,71092,Iced Coffee,1,2023-12-12,18:03:00,6.17,6.17,Small,Burger,"Coffee, Ice, Sugar, Cream"
12986,61746,Sprite,3,2023-06-12,13:04:00,4.05,12.15,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
